latitude;longitude;local;fonte;descricao;categoria
41.15496522;-8.60264897;Largo José Moreira da Silva Garden;poi_portodigital;"Small garden located between Rua da Alegria and Rua Dom João IV, next to the Escola Normal ramp. 
A highlight of this garden in the bronze bust which represents José Moreira da Silva.";
41.1509826;-8.60017061;Moreda Garden;poi_portodigital;"Small wooded garden practically covered with grass.   
There we can see the Monument to the Young Sales Professional.
";
41.16213009;-8.59246731;Doutor Francisco Sá Carneiro Garden;poi_portodigital;Located in the Antas area, once called Praça Velasquez Garden, it was built in 1948. It has a circular shape and an allusive sculpture of Francisco Sá Carneiro. It is a wonderful spot to enjoy a pause in the middle of the city, providing services and several coffee shops on the surrounding area.;
41.154537;-8.613346;Republic;poi_portodigital;The three-metre high bronze woman looks as if she is striding determinedly towards the barracks with an olive branch  the symbol of peace  in one hand and an astrolabe in the other. On her head she wears a Frisian cap which Bruno Marques, the sculptor, admits he borrowed from the French Revolution. The statute was modelled on a 22-year old woman from Porto called Maria do Carmo.;
41.15437754;-8.64294112;Spaso Zen - Wellness & Beauty;poi_portodigital;"The SPASO ZEN concept includes a Wellness centre with complete image, beauty and relaxation services, combining the aesthetic benefits with the therapeutic benefits of a given treatment to care and rejuvenate the body and also relax and revitalise the spirit for a healthier and happier life.

Protecting the environment is an integral part of the philosophy of Spaso Zen and the brand uses organic and biological products in the provision of various services, offering Yoga and Tai Chi classes, meditation, courses and workshops, and organises spiritual retreats.  
";
41.166797;-8.6495264;Oporto Medical Spa;poi_portodigital;"Oporto Medical SPA, a pioneer in therapeutic treatment where techniques are combined with the most advanced technologies and solely executed by physical therapists.  
It offers all types of massages and body treatments as they consider physical and psychological well-being as fundamental to a happy life.
";
41.17497253;-8.64579135;Pharmacy Museum;poi_portodigital;The Pharmacy Museum has a collection spanning 500 million  years of the universal history of health and disease. It brings together objects of rare historical, artistic, anthropological and scientific value from such far-flung and bygone civilisations and cultures as those of Mesopotamia, Egypt, Greece, Rome, the Incas, the Aztecs, Islam, Africa, Tibet, China and Japan, amongst others. Portugal’s pharmaceutical heritage is represented by the excellent reconstruction of Porto’s Estácio Pharmacy, which used to be in Rua Sá da Bandeira. The reconstruction of the Islamic Pharmacy that was once housed in a 19th Century Ottoman Empire Palace in Damascus was also recently opened to the public. ;
41.1567986;-8.62132746;Boavista Guest House;poi_portodigital;"Located in the Boavista area, by the Romanesque Church of S. Martinho de Cedofeita, it is 2 minutes away from the metro  Carolina Michaelis , 15 min from the beaches and the Port Wine cellars and 21 minutes away from the airport.
It offers 21 rooms with bathroom facilities, air-conditioning, heating and cable TV as well as an inviting terrace and a breakfast room.";
41.13842123;-8.61045421;Manos do Douro;poi_portodigital;"Created in 2005 with the objective of promoting and sharing the Douro river and its region, it began its activity by carrying out daily cruises between Porto and Barca d Alva in rebelo type ships,  Catraios do Douro .

It currently has two more ships, “Riba Douro” - cruise ship, and  Quinta da Eira Velha  - rebelo type boat, and it also has a small yatch, “S. Rafael”.

It also organises events such as lunches, dinners, weddings, birthdays, meetings and conferences.";
41.18943497;-7.543789;Pipadouro ;poi_portodigital;"Pipadouro is a river tour company whose mission is  quality with excellence .

It has two vessels with an individual capacity of 12 passengers and has a choice of cruises on the Douro, and the commitment to quality and attention to detail is constant.";
41.14215285;-8.61393851;Rentdouro;poi_portodigital;"Young but very dynamic company whose purpose is to introduce the natural beauty of the Douro River, offering multiple service alternatives.

Its activity can be divided into two main services:
- Cruises on the Douro River: from the mouth of the River to the border with Spain, on ships with every comfort and safety -the vessels have a capacity of between 6 and 64 people.
- Nautical Events: Rentdouro carries out various events for all types of groups through personalised programmes.";
41.163596;-8.664496;Chá Clube;poi_portodigital;"The Chá Clube  Tea Club  has been a reference as a tea House for 25 years. Of a classical style, very British both with the comfort and decoration it provides, the Chá Clube offers daily at tea time scones, varied home baked cakes, with special mention to the Turkish chocolate cake and orange cake, as well as teas from all over the world. The tea cups are British, the teapots are made of silver, and th
e tablecloths and napkins in pink linen give the tea a very stylish look. At lunch the ambience is executive, as the Chá Clube is located in one of the city’s main business centres and you can enjoy a light meal.";
41.14900513;-8.61547648;Bank of Materials;poi_portodigital;"The Bank of Materials is installed in the Palace of the Viscounts of Balsemão, with a new concept of visitable reserve, showing the public the various aspects aimed at safeguarding the City characterizing materials of such as tiles, plaster, iron, etc.

In this sense, the general public can enjoy the exhibition of various decorative and constructive pieces that integrate, very expressively, the Porto architecture, differentiating it. The Bank of Materials collects materials from degraded buildings, to be demolished or altered, in order to make them available free of charge for the recovery of the facades missing some elements of the same type. Thus, the Bank of Materials, promotes the maintenance of the urban image of Porto.

The guided tour to the venue is free but advance booking is required. ";
41.14846204;-8.60920429;César Castro;poi_portodigital;Table, kitchen and decorative items. There are wedding, birthday and wish-list services  available online . Whether you are a professional of the upmarket hotel or restaurant industry or an individual client, you will find the boldest contemporary items inspired by current tableware trends. You can try our latest products in our experimental kitchen which also hosts culinary workshops.;
41.151265;-8.622054;Mansion Pinto Leite ;poi_portodigital;"Closed

Remarkable building with visible Neopaladian traits. It has English influence, something which was uncommon in nineteenth century Porto architecture and which is marked by French fine arts. 
English made tiles cover the building. They were produced at Minton, Hollings & Company, from Stoke-on-Trent. 
The Porto City Council bought the property from its heirs in 1966 for the Music conservatory, which operated from here from 1975 to 2008.
In the former recovered stables, the City Council began, in 1986, to install the reserves of the municipal museums and prepared a strategic concept which led to the creation, in Pinto Leite Palace, of one of the multi-cultural houses. It is currently being used as an exhibition centre.
Visitors are welcome with or without appointment and may visit the building and the gardens. There is as well the possibility of space rental for exhibitions, conferences, workshops, photographic sessions, fashion events, theme parties, upon payment of current Municipal rates. Lending Regulations for Municipal Venues can be consulted at the City Council’s website. ";
41.145343512;-8.603711128;Magnólia Porto Hostel;poi_portodigital;"Settled in a renovated building with an intimate, relaxed and comfortable ambience.
It offers 4 double rooms and 3 dormitories all equipped with bathroom facilities, complete kitchen, lounge and 24 hour reception service and includes breakfast, free wireless internet, bar and a nice garden to relax and get together.";
41.1525046;-8.6047096;Japonês Fuji;poi_portodigital;Japonese restaurant on Rua de Santa Catarina. ;
41.1551953;-8.6286082;Alma Viva;poi_portodigital;"Almaviva – name inspired by the Count Almaviva, a character of the Opera The Marriage of Figaro, by Mozart. br 
Settled in 1997, the Almaviva keeps on being one of the cities’ iconic shops, with clients coming from outside Porto, just to visit it. br 
It specialized in natural and recycled products, and above all it has a special taste for revival articles such as tin foil and wooden toys, which stand out to the eyes of those visiting the store. Another characteristic of this shop that delights those who still have reminiscences about it, are the gift packages made out of “papel riscado”, an old sort of paper which was used in bygone times, to buy rice in grocery stores. br 
Come and pay us a visit, it will be worthwhile!";
41.16212381;-8.65150728;Li Jin;poi_portodigital;Located close to Avenida Boavista, this restaurant is a traditional Chinese one in which its decor is enhanced with Oriental motifs.;
41.14683008;-8.60916138;Casa Lima;poi_portodigital;"Founded in 1877, you are likely to come across different products from chequebook cases, purses, pencil cases, ladies and men’s wallets, belts, braces, suitcases, travel bags and also a large selection of umbrellas with a variety of wooden handles: java, malaca, gorse among others.

We have a great variety of products of great quality and an always personalized service.

This establishment is recognised as a landmark of tradition and prestige in the city.";
41.155528;-8.631653;Shop Castelbel;poi_portodigital;Castelbel is a 100% Portuguese company dedicated to the handmade manufacture of luxury soaps and fragrances for the body and the house, inspired by the aromas, colours and environment of Portugal.;
41.159803817;-8.640854359;David Rosas;poi_portodigital;"Inaugurated in 1984, David Rosas shop in Porto has made an enormous impact both for the innovative architecture of the shop and for the quality of its pieces. Dedicated to the creation of exclusive jewellery pieces, also offering a wide range of the most prestigious high jewellery brands.
It is also associated with prestigious brands of watches, of which Patek Philippe is a highlight and is an exclusive agent of his designs for Portugal.";
41.1445953;-8.6125151;Ourivesaria Coutinho;poi_portodigital;Inaugurated in 1859, this jewellery shop is a landmark in the city for its history and age. It has been able to preserve a service of excellence recognized to this day. The silverware and the filigree pieces are the flagship products of this century-old house. It also has a complete range of gold/silversmithing, jewellery, watchmaking products and transforming jewellery.;
41.152598298;-8.637013435;Boutique Perry Sampaio;poi_portodigital;" Perry Sampaio” has, since 1960, been solely dedicated to the sale of home furnishings. br 
Specializing in the production of hand-embroidered table-cloths, it also has lighting products, table lamps among other articles for the decoration of every corner of the house. At Perry Sampaio it is also possible to find gifts for all occasions!";
41.149065929;-8.606036599;Rua de Santa Catarina;poi_portodigital;"This owes its planning to the visionary spirit of the Almadas whose restoration work brought a new brightness to the city of Porto in the second half of the 18th Century.

The road was extended as far as Alameda da Aguardente, today’s Praça Marquês de Pombal.

Its imposing façades house some fine examples of the Art Nouveau style.

Over 1500 metres long, the Rua de Santa Catarina, part of which has been pedestrianised, is the busiest shopping street in the city centre.";
41.160637;-8.583977;Solinca Dragão;poi_portodigital;"Club located at the Dragão Stadium, in front of the subway’s Parking lot 1.  
It has 6,535 m2 spread over 2 floors, offering a wide range of services from a gym, studios, squash courts, swimming pools, thermal tanks with a spa with body treatments, massage, beauty treatments, etc. .  ";
41.1592447;-8.6361241;Confeitaria Arcádia- Chocolate House;poi_portodigital;"Located on Avenida da Boavista, this Arcádia House of Chocolate follows a concept that combines traditional coffee shop and tea house service with the most contemporary needs. Settled in a 250 m2 space, you can choose between its quiet and exquisite interior or sitting comfortably on the terrace and experience the ambience and bustle of the city.
Arcádia offers you good taste, unique moments and a great variety of chocolates that challenge your senses.";
41.1450365;-8.61010551;Óptica da Baixa;poi_portodigital;Located next to the iconic São Bento Train Station, Óptica da Baixa has over the years built up a solid base of customers who are looking for quality service and professionalism from those behind the counter. This shop, with a journey that cemented its inclusion within the scope of traditional shops, sells optical frames from a variety of leading brands, monofocal and progressive lenses, as well as contact lenses and sunglasses. This establishment also features an optometry service, assessing your eye health and visual efficiency on the spot, which enables professionals to provide personalised advice tailored to your needs.;
41.163155893;-8.667649628;Rosior;poi_portodigital;ROSIOR expresses art when it manufactures each of its high jewelery pieces. The founder and creator of all the unique pieces is Manuel Rosas, an artist with a brilliantly creative mind that manages, in his workshop in Porto, its artisans in the manufacture of each Rosior masterpiece. The brand has stores in Porto and Lisbon, at the Aviz s store, is the showroom of the most exclusive pieces of Rosior.;
41.14050486;-8.612944633;Praça da Ribeira;poi_portodigital;"Cited already in 1389 as being of medieval origin, this square is thought to be one of the oldest in the city. A busy commercial centre, with tents serving as shops and a fish market, it came to the attention of João de Almada e Melo who set out to completely remodel the square in the 18th Century. The works carried out at this time by the Public Works Board, under the influence of John Whitehead, were financed by revenue from wine. Of his original plans, only the sides to the north, with its monumental Praça da Ribeira fountain, and the west were ever completed. The wall to the south was knocked down in 1821 and the medieval buildings along the east side survive to this day. Archaeological work in the 1980s led to the discovery of a 17th Century fountain. Reconstructed in its original location, it was crowned with a sculpture by José Rodrigues known popularly as the “Cube of the Ribeira”. 
On the 24th of June 2000, a statute of St. John the Baptist by João Cutileiro was unveiled in a niche in the Praça da Ribeira fountain. 
A must see, with lots of exciting nightlife on offer as well.
Included in the Urban Wine Route.";
41.159377727;-8.682769237;Silvermoon;poi_portodigital;Silvermoon is part of the Rosior group and it is located in the Foz do Douro área and the latest 925 silver collections are available.;
41.1517569;-8.6770843;Morgado Decorações;poi_portodigital;Traditional shop located in the Foz area, selling decorative items.;
41.140608886;-8.611843586;Azeitoneira do Porto;poi_portodigital;"Founded in 1862, it is proud to have maintained its clients over several generations. 
Space located on Porto’ riverbank area, it offers different flavours of products which are uniquely Portuguese. 
Specialists in the sale of olives which continue to be the highlight of the shop. Other strong points are Port wines, table wines, olive oils, cheeses, sausages, jams, honey, dried fruits, preserves, traditional, homemade corn bread from Avintes, vegetables and made to order hampers.";
41.141661;-8.614893;Hard Club;poi_portodigital;"Located in the Ferreira Borges market, this is an important building which demonstrates typical cast iron architecture and is considered as a firm point of public interest. 
It acts as a multidisciplinary stage aiming to offer access to all forms of art, from music, visual arts, modeling, cinema, publications and literature to socio-cultural activities, workshops and conferences, education, recording and tourist activities. 
It has function rooms for large events, recording studios, indoor and outdoor cafés, a lounge, bookshop, disco and merchandise shop.";
41.150854123;-8.676449958;Laranjinha;poi_portodigital;Shop located in the Foz area, specialist in clothing for children aged from 0 to 8, it offers a wide range of products - interiors and exteriors - designed in accordance with the highest standards of quality.;
41.142557112;-8.613971923;Cabaz do Infante;poi_portodigital;Shop selling varied products, including Port Wine.;
41.140835122;-8.614675999;Prometeu Artesanato - Alfândega;poi_portodigital;Handicrafts store where you can find Alentejo ceramics, tiles, costume jewellery, cast iron designs, wood carvings and Barcelos handicrafts.;
41.15161273;-8.62115622;Muuda - Artesabores & Design;poi_portodigital;"Since March 2006, MUUDA has had an open space in Rosario Street, Porto. As part of the Miguel Bombarda Cultural Circuit, it has presented paintings, photography, illustrations, sculpture, street art and media exhibitions and interventions, through the active promotion of new artist´s work as well as puting on a schedule of exhibition openings.
Integrating a concept store, it includes pieces mainly by emerging and established Portuguese stylists and designers who regularly present their collections and display the items and accessories they have been developing. 
The programming of the space also includes events like book launches, project presentations, performances and a calendar of workshops and courses on various topics, always from the viewpoint of its concept that links art, design and flavours.";
41.150548607;-8.676332061;Ali-Jo;poi_portodigital;Located in the Foz area, ALI-JO sells clothing and fashion accessories, most of which are imported. The selection of pieces is carried out with much care so as to meet the specific tastes of each client.;
41.14978743;-8.6092186;BFG - Ferragens & Decoração;poi_portodigital;Located in Porto City Centre for more than 100 years, BFG - Ferragens & Decoração is a shop full of charm, where tradition, style and history are always present. Hardware ranging from the rustic to the vintage, with handcraft ironmongery and style pieces for antique furniture or replicas.;
41.1464445;-8.6142809;Marques Soares;poi_portodigital;"Open since 1960, Armazéns Marques Soares are a reference in the city. 
They began by only selling cloth for clothing, knitwear and shirts.  
Over the years it has diversified the area of business and today has clothing for men, women, youths and children, lingerie, shoes, leather goods, sports goods, optics, home textiles and decoration, fabrics, perfumes, watches, electrical appliances and a restaurant.";
41.146060034;-8.608976309;Gio Rodrigues;poi_portodigital;"Gio Rodrigues is a Portuguese designer based in Porto. 
He is known for his creativity in areas such as made-to-measure clothing, tailored items, brides, jewellery, and interior design among many other areas. 
Gio Rodrigues equals quality.";
41.155445865;-8.678165227;La Punta;poi_portodigital;"A concept store which brings together, in the same space, a fashion boutique, a type of ‘magazine shop’ and a coffee shop.

It dedicates itself to the man lifestyle, in a sophisticated and cosmopolitan environment, where you will find the authentic ‘one-stop-shop’ for the modern man, with clothing and accessories from well-known brands, books, CDs, selected perfumes, and also a space where they can enjoy breakfast or stop for a break and taste Mariage Frères tea and homemade pastry.

Stocks brands like Armani, Azzaro, Moschino, Marc Jacobs, Ben Sherman, Alessandrini, among others.";
41.147944983;-8.611076471;Avenida dos Aliados;poi_portodigital;"The imposing architecture and its central character turn this Avenue into the city s  living room . It becomes a location of excellence where the people of Porto gather to celebrate special times. There are granite buildings, many of which are crowned with skylights, domes and pinnacles.
It is marked by a large central square completely paved with granite cobblestones, where statues come to life and where the reflecting pool is worth highlighting. 
The City Hall is located at the head of the Avenida.
";
41.1577909;-8.661022;Afonso de Albuquerque;poi_portodigital;"Created by Diogo de Macedo in 1930, the statue represents Afonso de Albuquerque with a daring look, holding a ship on his hands, symbolizing his fleet leadership.
Afonso de Albuquerque was born around 1462 and he was educated in the royal residence of D. Afonso V. In 1503 he was chosen to lead a trip to India, which took place only with D. Manuel II, by whom he was designated Viceroy of India. He conquered Ormus, Goa and Malacca and became known for his strong policy of land defense. He died in 1515, while returning from Goa to Portugal.";
41.162610681;-8.658438924;Vodafone Building;poi_portodigital;"Building with bold forms and lines, intended to confirm the identity and values of Vodafone itself. It was designed by the architects José António Barbosa and Pedro Guimarães.

A white concrete building with a three-dimensional shape, cut by geometric lines that appear to intend on forming juxtaposed diamond shapes, some of which have been turned into huge windows, with a futuristic look.

Elected Building of the Year in the competition 2010 ArchDaily Building of the Year Awards, in the Institutional Category. During the same year, it was also considered one of the 20 most surprising and creative offices in the world by the site The Cool Hunter, in culture and design.

It has four open space upper floors, a ground floor with an auditorium, canteen and shop, and three underground floors, two of which are for parking and the other is for training, a technical area, storage and underground-shop.";
41.161645;-8.664908;Garcia de Orta;poi_portodigital;"Stone statue created by Vilar in 1971, depicting Garcia de Orta, Portuguese physician born in 1500 and graduated in the Spanish Universities of Salamanca and Alcalá.
In 1526 he started working as a doctor in Portugal and became a professor. In 1534, as a precaution, owing to his Jewish origin, though already a Catholic by that time, he moved to Goa, where he studied local plants and wrote a book considered to be a master piece of medicine: «Colóquios dos Simples e Drogas e Coisas Medicinais da Índia».";
41.14811868;-8.635355829;Monseo Jewels;poi_portodigital;"Brand of high quality jewellery in a modern and exquisite space where the jewels take centre stage as they are displayed on boxes that resemble rough diamonds, lacquered black with a red interior.  In fact, the black, red and gold form the palette of colours that fill the space, taking on a classic and timeless yet still warm and irreverent character.

With regards to the interior design, emphasis goes to the use of furniture pieces by Boca do Lobo and the Spanish designer Jaime Haydon.  
The trademark symbol, by symbolizing a gemstone, illustrates brilliance and nobility.";
41.2109735;-8.6038709;Funny City Park;poi_portodigital;"Children s theme park, for all the family but where the real  Little Kings  are of course the children.  
A place to dream and have fun, designed so that the little ones can build their own universe of fun, in healthy contact with other children of similar ages, allowing them to develop communication and social relationships and to develop their psychomotor.  
Thinking of parents, in addition to the cafeteria which has been designed for them, this space was put together according to the strictest safety standards, and all activities are constantly monitored by a group of qualified professionals.  
It also has an area available to the children where they are allowed to play at will, where you can organize and celebrate their birthday with their friends. This space can also be the stage for any other type of social events aimed at children.";
41.157067191;-8.681633228;Haity Homem;poi_portodigital;Shop selling travel items, briefcases and leather products.;
41.150354658;-8.67590618;Muse;poi_portodigital;Shop selling several brands of original clothing.;
41.184901386;-8.603058778;Hotel Eurostars Oporto;poi_portodigital;"Located near the main access points into Porto  A3, VCI, Circunvalação, Via Norte  and a few minutes from the São João Hospital and the largest campus of Porto University.

It offers 64 apartments with about 40 m2  with balcony or veranda and a totally equipped kitchenette , 6 rooms for meetings, restaurant, bar, business centre and 2 car parks  outside the building and another one inside - 8€/per day .";
41.162219;-8.666666;Fátima Mendes;poi_portodigital;Accomplishing 30 years of history in 2013 and counting already five shops, Fátima Mendes is a pioneer in the divulgation of the main fashion brands in Portugal, representing brands as Céline, Chloé, Christian Dior, Lanvin, Gucci or Givenchy.It sells brands such as Gucci, Dolce Gabbana, Lanvin, Céline, Marc Jacobs, Burberry Prorsum, Givenchy, Marni, Chloé, Barbara Bui, DSquared2, Dior Homme, Citizens of Humanity, J Brand... among others.;
41.15227516;-8.60620022;Chapel of Fradelos;poi_portodigital;"Inaugurated in 1893, it is a rectangular construction with a single nave with religious neoclassical architecture, completed by a bell tower and two elongated lateral bodies.  
The main facade, as well as its interior, has blue and white tiles designed by Jorge Colaço.  
In its interior, focus goes to the plastered ceiling which is decorated with golden centred medallions.";
41.15335641;-8.64692415;Tia Aninhas;poi_portodigital;"A renovated country house that offers a beautiful panoramic view of the Douro river from its second floor.
Here, the diner can enjoy traditional dishes and appetizers at modest prices as well as meals prepared specially for coeliacs";
41.1650452;-8.6722431;Geddes & Gillmore;poi_portodigital;Modern shop that has been open since 2007.  Representing the Dutch brand Geddes & Gillmore,  they offer casual clothing for both men and women.;
41.163137811;-8.666720451;Agatha Ruiz de la Prada;poi_portodigital;"Started in the fashion world in 1980 and since then has managed to maintain a style which fits in with what is going on in the main international catwalks.

The designs reflect love, humour and optimism through the extraordinary use of colours and shapes. This combination is consistent in all its objects: textiles, furniture, watches, plates, curtains and items for children.";
41.143453;-8.603711;Bears Cave;poi_portodigital;Bar located near the Infante Bridge, mainly recommended for the bear community.;
41.1650714;-8.6724012;Fashion Clinic;poi_portodigital;"Top concept store providing a selection of clothing and accessories for men and women, with renowned trademarks such as Prada, Etro, Missoni, Miu Miu, Stella McCartney, Jil Sander, DKNY, Dsquared or Marnique.
The space, designed by the architect Eduardo Souto Moura, is minimalist inspired, decorated in a diaphanous and luminous way, thanks to its glass front. Besides exhibiting highly fashionable pieces in a perfumed ambience, and always to the sounds of lounge music, it also rouses the senses, with its perfumes, cosmetics and candles, and available music, including a spot for ipod audition.";
41.1466416;-8.6046569;Anjos Urbanos;poi_portodigital;Anjos Urbanos is a unisex space which is dedicated to hair care. Benefitting from a shiatsu massage on the comfortable chairs, this hairdresser s focuses on healthy textures, soft to the touch, with intense colours and shines.;
41.14758143;-8.62027645;Busto de Wellington;poi_portodigital;The torso of Arthur Wellesley, Duke of Wellington, located near the Soares dos Reis National Museum  on the crossroads of Rua do Rosário and Rua D. Manuel II , is the city’s tribute to his heroic role in expelling the Napoleonic invasions during the Peninsular War.;
41.152229;-8.604811;Blow Up;poi_portodigital;Original, designer, vintage,  one of a kind shop.;
41.14091592;-8.60986948;Ribeira Negra;poi_portodigital;"Situated by the Ribeira tunnel, the Ribeira Negra  black Ribeira  is a sandstone mural which made by Júlio Resende and inaugurated in 1987.
This monumental panel represents the typical bustling of the urban riverside area.  The human and animal figures throughout the space depict the scenery of colour and light that are representative of this very area.";
41.14509305;-8.61611366;Building of the former Gaol and Court of Appeal;poi_portodigital;"Granite building, dating from 1582, rebuilt in 1767 in neo-classical style, according to the design of the architect Eugénio dos Santos, by initiative of João de Almada e Melo and financed by Companhia Geral da Agrigultura das Vinhas do Alto Douro. It presents a geometric sequence of windows  103 on the whole . This polygonal-shaped building has 4 façades, two of which are related to its main functions: the main façade, on Rua de São Bento da Vitória, allows you to enter the Court sector. The other façade, opened to the Cordoaria Garden, was formerly constructed for the direct passage of prisoners and is currently the building’s main entrance. 
Camilo Castelo Branco, who was one of Portugal s most famous writers and was charged with adultery as well as the famous Zé do Telhado who was charged with theft were kept here.
Between 1999 and 2002 the building was restored under the direction of Eduardo Souto de Moura and Humberto Vieira, to become the current Portuguese Centre for Photography, including an exhibition centre. 
Guided visits to the building are available.
Included in the Urban Wine Route.";
41.1427801;-8.6156898;Belomonte20 Apartments;poi_portodigital;"Contemporary studios in a traditional house in the historical centre of Porto. The studios and art gallery are on the ground floor with the apartments being on the 3rd and 4th floors.   
Each studio has a fitted kitchenette and private bathroom.   
The rooms are equipped with towels, sheets, duvets and shower gel. You will also find salt, pepper, olive oil and vinegar for the kitchen.   
Check-in is from 5 p.m. to 9 p.m.  if you arrive earlier, you can leave your luggage for free .   
Late check-in  between 9 p.m. and 9 a.m.  requires an extra fee of €15.   
You should always notify of your arrival time.
A minimum stay of 2 nights is required.";
41.2460977;-8.5923496;Maia Transportes ;poi_portodigital;Transport company located in the city of Maia providing a connection between the cities of Porto and Maia, among others.;
41.235511;-8.671045;Luxair;poi_portodigital;"Founded in 1948, it is an airline from Luxembourg, connecting the country to 23 European cities.   
It has a modern and comfortable fleet consisting of Boeing 737 s, Embraer Regional and Bombardier Q400 Jets.  
It is not just a business oriented company, it is also family oriented.  
On-board you may enjoy a new catering concept, based on fresh, quality ingredients.  ";
41.23703585;-8.670573558;Royal Air Maroc;poi_portodigital;"Founded in 1957, it is the first Moroccan airline, based in Casablanca.  
It offers international flights from Morocco to Africa, Asia, Europe and North America, as well as domestic flights and charters.  ";
41.1409728;-8.6147435;PortoSigns - Produtos Turísticos e Culturais, Lda;poi_portodigital;"Portosigns is located in a building with more than 200 years, in ribeira do Porto: Rua da Alfândega nº 17 and Rua Infante D. Henrique, nº 71. The sale of products exclusively Portuguese is a must! The great National brands that it represents, make a lot of sense for the great quality linked to the “modern” tradition in products of daily use and highly designed.
The great Cork oak in one of our stores tells the cork’s story... and all the cork products of national quality are on display and in great variety: bags, wallets, belts, umbrellas, shoes, ties... and even pieces of kitchen use, aprons and ceramic pieces wrapped in cork that can go to the microwave, oven and dishwasher - colourful pieces and lots of contemporary beauty! The hand-painted ceramics is also a queen for the usefulness and variety of images and colours: colourful swallows and Santo António, plates, platters, bowls with sardines or tiles ... The Port wine shop and gourmet products based on Port wine, arise the curiosity of everyone: jellies, jams, marmalades and cookies.We also suggest a variety of tinned sardines and other specialties without forgetting the lamprey...
If you visit us, come in time because the huge products in our stores don’t stop here... you just have to see it!";
41.237027795;-8.670605118;Transavia;poi_portodigital;"French low cost airline, it was founded in late 1965 with the name Transavia Limburg N.V.

In 1991, the year it celebrated 25 years, Transavia became a subsidiary of KLM, an airline from the Netherlands.

Since December 2004, its business name changed from Transavia Airlines to transavia.com.

In 2006, it underwent restyling. The staff received new uniforms, designed by Broeckmans Fashion House, the aircraft adopted a new exterior look and all interiors were refurbished.

The fleet consists solely of New Generation Boeing 737 s.

In the summer it flies to around 90 destinations and in the winter it flies to about 35 destinations.

As a low-cost airline, and to keep fares low, customers only pay for the basic service. However, transavia.com has many additional options which can be used at the discretion of the customer, through extra payments.";
41.237019728;-8.670610482;Air Transat;poi_portodigital;"Largest Canadian airline specialising in leisure travel.

It flies to 60 destinations in 25 countries, with a fleet of 18 A330 and A310 Airbuses.

Subsidiary of Transat A.T. Inc., which operates mainly in Canada and Europe, as well as in the Caribbean and in Mexico.

In 2011 it was selected by Facebook users as one of the top six airlines for family trips.";
41.237023761;-8.670605118;EasyJet;poi_portodigital;"Low cost airline founded in 1995, it offers a safe and quality service at low prices.

It has been operating in Porto since June 2007.

It flies to most major tourist and business destinations in Europe.

Rates are economic given the reduction in all unnecessary costs and the earlier the booking, the lower the cost of travel.";
41.140382612;-8.61298455;Turisdouro;poi_portodigital;Company providing cruises on the river Douro.;
41.36659991;-8.22139979;Sightseeing Tours Shop;poi_portodigital;"At the SIGHTSEEING TOURS SHOP you may buy the whole tourist offer existing in the city, namely regular and private guided tours, in Portuguese, English, French and Spanish.

The SIGHTSEEING TOURS SHOP aims to be the place in which the Tourist may find the whole tourist offer in the North of Portugal and in other regions as well.";
41.1496361;-8.612093;Pontual;poi_portodigital;Located in the city centre and known for its  Francesinhas . Also serving steak sandwich, steak with fries and  alheira   typical sausage .;
41.180753482;-8.583369255;Café Luar;poi_portodigital;Open since 1951, but now offering a totally renewed space.;
41.1442412;-8.6052423;iStay Hotel Porto Centro;poi_portodigital;"6-floor, non-smoking hotel, with 56 rooms with air conditioning  small, standard and twin ,offering 24 hour reception service, 24 hour hot and cold drinks and snacks service, as well as luggage depositing. 
No animals allowed, except for guide dogs.";
41.14102746;-8.61439649;Yellow Bus Tours;poi_portodigital;The Yellow Bus double-decker open-top buses allow you to discover Porto in an easy and comfortable way.;
41.148533737;-8.607553393;Confeitaria do Bolhão;poi_portodigital;"Centenarian House, founded in 1896.

When it opened its doors, that morning it received some of the wealthiest people in Porto who had stopped there to have breakfast before visiting the Bolhão Market. 

During this time, the establishment maintained its features, structures and original colours, having just introduced functionality details.
Today you can find a bakery and pastry shop with homemade goods,  frequently throughout the day , a customer service room,  where you are happily received  and in the other floor, a restaurant with menu service and daily menus.

Friendly atmosphere and a diverse range of quality products offered such as great customer service and helpful staff make this place into a unique space in Porto.";
41.1561123;-8.61740112;Bouça Apartment Block;poi_portodigital;"The Bouça Apartment Block, in the centre of Porto, by Rua da Boavista, was completed nearly thirty years after the construction of its first phase.
The project was commissioned by the Fundo Fomento da Habitação  Housing Development Fund  in 1973. After the Revolution of April 25, 1974, the people organized themselves into neighbourhood committees, framed by the state program – SAAL, Serviço de Apoio Ambulatório Local  Local Support Service . The second phase of the work was only resumed in the early years of 21st Century.
In the Bouça project, architect Siza Vieira kept the original design by recovering materials and covers from the two existing blocks. The missing trims and borders were then built as well as the coffee shop, the cooperative headquarters, the leisure studio and adding an underground car park.";
